eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry
167,110,126,426.3882126539401,1,25,residential,12180484,110414599,110414616,"LINESTRING (-122.6878738 37.9050967,-122.6880591 37.9051085,-122.6884897 37.9052223,-122.688931 37.905298,-122.6891691 37.9052914,-122.6893858 37.9052637,-122.689541 37.905252,-122.6898856 37.9051388,-122.6902939 37.9050229,-122.6907693 37.9048372,-122.6910301 37.9047255,-122.6911942 37.9045079,-122.6913322 37.9043667,-122.6916176 37.9042416,-122.6918641 37.904248,-122.6922604 37.9042918)"
168,126,110,426.3882126539402,1,25,residential,12180484,110414616,110414599,"LINESTRING (-122.6922604 37.9042918,-122.6918641 37.904248,-122.6916176 37.9042416,-122.6913322 37.9043667,-122.6911942 37.9045079,-122.6910301 37.9047255,-122.6907693 37.9048372,-122.6902939 37.9050229,-122.6898856 37.9051388,-122.689541 37.905252,-122.6893858 37.9052637,-122.6891691 37.9052914,-122.688931 37.905298,-122.6884897 37.9052223,-122.6880591 37.9051085,-122.6878738 37.9050967)"
169,136,35,47.39528944670061,1,25,residential,12181234,110417188,110407256,"LINESTRING (-122.701761 37.8980541,-122.7021971 37.8978026)"
170,35,136,47.39528944670061,1,25,residential,12181234,110407256,110417188,"LINESTRING (-122.7021971 37.8978026,-122.701761 37.8980541)"
171,35,43,73.47477465462988,1,25,residential,12181234,110407256,110417190,"LINESTRING (-122.7021971 37.8978026,-122.7028712 37.8974106)"
172,43,35,73.47477465462988,1,25,residential,12181234,110417190,110407256,"LINESTRING (-122.7028712 37.8974106,-122.7021971 37.8978026)"
173,43,141,74.78393467550316,1,25,residential,12181234,110417190,110417193,"LINESTRING (-122.7028712 37.8974106,-122.7035557 37.8970099)"
174,141,43,74.78393467550316,1,25,residential,12181234,110417193,110417190,"LINESTRING (-122.7035557 37.8970099,-122.7028712 37.8974106)"
175,141,150,66.19770563160615,1,25,residential,12181234,110417193,110417195,"LINESTRING (-122.7035557 37.8970099,-122.7041679 37.896662)"
176,150,141,66.19770563160615,1,25,residential,12181234,110417195,110417193,"LINESTRING (-122.7041679 37.896662,-122.7035557 37.8970099)"
177,150,95,74.4451067386088,1,25,residential,12181234,110417195,110388965,"LINESTRING (-122.7041679 37.896662,-122.7048603 37.8962751)"
178,95,150,74.4451067386088,1,25,residential,12181234,110388965,110417195,"LINESTRING (-122.7048603 37.8962751,-122.7041679 37.896662)"
179,95,251,69.55135529812169,1,25,residential,12181234,110388965,110412270,"LINESTRING (-122.7048603 37.8962751,-122.7055174 37.8959253)"
180,251,95,69.55135529812169,1,25,residential,12181234,110412270,110388965,"LINESTRING (-122.7055174 37.8959253,-122.7048603 37.8962751)"
181,251,37,68.48921203885652,1,25,residential,12181234,110412270,3945189978,"LINESTRING (-122.7055174 37.8959253,-122.7060527 37.8956491,-122.7061936 37.8956459)"
182,37,251,68.48921203885652,1,25,residential,12181234,3945189978,110412270,"LINESTRING (-122.7061936 37.8956459,-122.7060527 37.8956491,-122.7055174 37.8959253)"
183,111,0,44.6956744246561,1,25,residential,12181537,110418184,110418187,"LINESTRING (-122.6496696 37.9026493,-122.6499455 37.9023114)"
184,0,111,44.6956744246561,1,25,residential,12181537,110418187,110418184,"LINESTRING (-122.6499455 37.9023114,-122.6496696 37.9026493)"
185,112,62,67.89060538864203,1,25,residential,12181909,110382855,110358680,"LINESTRING (-122.7040649 37.9081492,-122.7037716 37.9075842)"
186,62,112,67.89060538864203,1,25,residential,12181909,110358680,110382855,"LINESTRING (-122.7037716 37.9075842,-122.7040649 37.9081492)"
187,62,240,181.36569251591484,1,25,residential,12181909,110358680,110401288,"LINESTRING (-122.7037716 37.9075842,-122.7025378 37.9062755)"
188,240,62,181.36569251591484,1,25,residential,12181909,110401288,110358680,"LINESTRING (-122.7025378 37.9062755,-122.7037716 37.9075842)"
189,240,19,190.32998667153348,1,25,residential,12181909,110401288,110419724,"LINESTRING (-122.7025378 37.9062755,-122.7012752 37.9048836)"
190,19,240,190.32998667153348,1,25,residential,12181909,110419724,110401288,"LINESTRING (-122.7012752 37.9048836,-122.7025378 37.9062755)"
191,19,125,198.74899898256044,1,25,residential,12181909,110419724,110419727,"LINESTRING (-122.7012752 37.9048836,-122.6999778 37.9034184)"
192,125,19,198.74899898256044,1,25,residential,12181909,110419727,110419724,"LINESTRING (-122.6999778 37.9034184,-122.7012752 37.9048836)"
193,125,129,201.20011679747327,1,25,residential,12181909,110419727,110392604,"LINESTRING (-122.6999778 37.9034184,-122.6986175 37.9019617)"
194,129,125,201.20011679747327,1,25,residential,12181909,110392604,110419727,"LINESTRING (-122.6986175 37.9019617,-122.6999778 37.9034184)"
195,129,120,202.28334699949755,1,25,residential,12181909,110392604,110419729,"LINESTRING (-122.6986175 37.9019617,-122.6979168 37.9011131,-122.6973678 37.900433)"
196,120,129,202.28334699949755,1,25,residential,12181909,110419729,110392604,"LINESTRING (-122.6973678 37.900433,-122.6979168 37.9011131,-122.6986175 37.9019617)"
197,101,168,2121.158131389028,1,25,residential,12182146,110420725,1846385509,"LINESTRING (-122.6731549 37.9072606,-122.6731458 37.9074731,-122.6731115 37.9077575,-122.6729827 37.9081768,-122.6728283 37.9082785,-122.671515 37.9085024,-122.6713359 37.9085398,-122.6711972 37.908541,-122.6710556 37.9085351,-122.6706904 37.9084893,-122.6690165 37.9083182,-122.666789 37.9081863,-122.6652599 37.9080668,-122.6650616 37.9080586,-122.6649185 37.9080703,-122.6619342 37.9086497,-122.6618274 37.9086509,-122.6616977 37.9086438,-122.6615486 37.9086191,-122.6531748 37.9059957,-122.652996 37.9059134,-122.6528672 37.9058244,-122.6528186 37.9057699,-122.6527798 37.9056899,-122.6527619 37.9055841,-122.6527479 37.9042907)"
198,168,101,2121.1581313890288,1,25,residential,12182146,1846385509,110420725,"LINESTRING (-122.6527479 37.9042907,-122.6527619 37.9055841,-122.6527798 37.9056899,-122.6528186 37.9057699,-122.6528672 37.9058244,-122.652996 37.9059134,-122.6531748 37.9059957,-122.6615486 37.9086191,-122.6616977 37.9086438,-122.6618274 37.9086509,-122.6619342 37.9086497,-122.6649185 37.9080703,-122.6650616 37.9080586,-122.6652599 37.9080668,-122.666789 37.9081863,-122.6690165 37.9083182,-122.6706904 37.9084893,-122.6710556 37.9085351,-122.6711972 37.908541,-122.6713359 37.9085398,-122.671515 37.9085024,-122.6728283 37.9082785,-122.6729827 37.9081768,-122.6731115 37.9077575,-122.6731458 37.9074731,-122.6731549 37.9072606)"
199,7,11,300.11480310339385,1,25,residential,12182334,110421520,110421540,"LINESTRING (-122.6869976 37.9063978,-122.6870417 37.906339,-122.6870235 37.906285,-122.6869383 37.9060654,-122.6869186 37.9059539,-122.6869398 37.9056215,-122.6869444 37.905534,-122.686914 37.9053936,-122.6867695 37.9051308,-122.6867163 37.9050121,-122.6867011 37.9049605,-122.6867376 37.9048381,-122.6867969 37.9047385,-122.6868973 37.9046353,-122.6870372 37.9045465,-122.6871664 37.9045082,-122.6874538 37.9044734,-122.6877601 37.9044142,-122.6878975 37.9043976)"
200,11,7,300.114803103394,1,25,residential,12182334,110421540,110421520,"LINESTRING (-122.6878975 37.9043976,-122.6877601 37.9044142,-122.6874538 37.9044734,-122.6871664 37.9045082,-122.6870372 37.9045465,-122.6868973 37.9046353,-122.6867969 37.9047385,-122.6867376 37.9048381,-122.6867011 37.9049605,-122.6867163 37.9050121,-122.6867695 37.9051308,-122.686914 37.9053936,-122.6869444 37.905534,-122.6869398 37.9056215,-122.6869186 37.9059539,-122.6869383 37.9060654,-122.6870235 37.906285,-122.6870417 37.906339,-122.6869976 37.9063978)"
201,11,17,194.61529698255427,1,25,residential,12182334,110421540,110421553,"LINESTRING (-122.6878975 37.9043976,-122.6879906 37.9043954,-122.6880894 37.904411,-122.6885091 37.9045394,-122.68876 37.9045825,-122.6891021 37.9045885,-122.6894427 37.9045789,-122.6897012 37.9045394,-122.6899065 37.9044794,-122.6900307 37.9044101)"
202,17,11,194.61529698255427,1,25,residential,12182334,110421553,110421540,"LINESTRING (-122.6900307 37.9044101,-122.6899065 37.9044794,-122.6897012 37.9045394,-122.6894427 37.9045789,-122.6891021 37.9045885,-122.68876 37.9045825,-122.6885091 37.9045394,-122.6880894 37.904411,-122.6879906 37.9043954,-122.6878975 37.9043976)"
203,17,18,114.47361855942573,1,25,residential,12182334,110421553,110421555,"LINESTRING (-122.6900307 37.9044101,-122.6907502 37.9039137,-122.6910444 37.9037656)"
204,18,17,114.47361855942573,1,25,residential,12182334,110421555,110421553,"LINESTRING (-122.6910444 37.9037656,-122.6907502 37.9039137,-122.6900307 37.9044101)"
205,18,230,255.7987817880207,1,25,residential,12182334,110421555,110381017,"LINESTRING (-122.6910444 37.9037656,-122.6916079 37.9032964,-122.6920923 37.9029508,-122.6923723 37.902733,-122.6925087 37.9026779,-122.6927095 37.9026313,-122.6930913 37.9026223,-122.6933953 37.9025985)"
206,230,18,255.79878178802062,1,25,residential,12182334,110381017,110421555,"LINESTRING (-122.6933953 37.9025985,-122.6930913 37.9026223,-122.6927095 37.9026313,-122.6925087 37.9026779,-122.6923723 37.902733,-122.6920923 37.9029508,-122.6916079 37.9032964,-122.6910444 37.9037656)"
207,230,21,13.486863300127931,1,25,residential,12182334,110381017,110421563,"LINESTRING (-122.6933953 37.9025985,-122.6935424 37.9025633)"
208,21,230,13.486863300127931,1,25,residential,12182334,110421563,110381017,"LINESTRING (-122.6935424 37.9025633,-122.6933953 37.9025985)"
209,199,198,67.35810977520985,1,25,residential,12182393,110421910,110421909,"LINESTRING (-122.7056203 37.9016417,-122.7060583 37.9021392)"
210,198,199,67.35810977520985,1,25,residential,12182393,110421909,110421910,"LINESTRING (-122.7060583 37.9021392,-122.7056203 37.9016417)"
211,198,38,106.6824134967715,1,25,residential,12182393,110421909,3945189981,"LINESTRING (-122.7060583 37.9021392,-122.7067911 37.9029048)"
212,38,198,106.6824134967715,1,25,residential,12182393,3945189981,110421909,"LINESTRING (-122.7067911 37.9029048,-122.7060583 37.9021392)"
213,44,90,159.7786954971942,1,25,residential,12182633,110422635,110388963,"LINESTRING (-122.7076465 37.8970328,-122.705938 37.8975299)"
214,90,44,159.7786954971942,1,25,residential,12182633,110388963,110422635,"LINESTRING (-122.705938 37.8975299,-122.7076465 37.8970328)"
215,249,235,108.79124493103977,1,25,residential,12183852,110412273,110427102,"LINESTRING (-122.7060601 37.8963352,-122.7066043 37.8964036,-122.7072858 37.8964824)"
216,235,249,108.79124493103977,1,25,residential,12183852,110427102,110412273,"LINESTRING (-122.7072858 37.8964824,-122.7066043 37.8964036,-122.7060601 37.8963352)"
217,82,83,154.65819409091552,1,25,residential,12184044,110427850,110427851,"LINESTRING (-122.6399321 37.8978314,-122.6381715 37.8977653)"
218,83,82,154.65819409091552,1,25,residential,12184044,110427851,110427850,"LINESTRING (-122.6381715 37.8977653,-122.6399321 37.8978314)"
219,83,84,80.37514893211929,1,25,residential,12184044,110427851,110427852,"LINESTRING (-122.6381715 37.8977653,-122.6378867 37.8977678,-122.6377608 37.897792,-122.6373059 37.8979588)"
220,84,83,80.37514893211929,1,25,residential,12184044,110427852,110427851,"LINESTRING (-122.6373059 37.8979588,-122.6377608 37.897792,-122.6378867 37.8977678,-122.6381715 37.8977653)"
221,168,217,55.01432395592181,1,25,residential,12184468,1846385509,110412211,"LINESTRING (-122.6527479 37.9042907,-122.6526203 37.904298,-122.6525235 37.9042819,-122.6524966 37.9042612,-122.6524797 37.9042096,-122.652427 37.9040899,-122.6524144 37.9040516,-122.6523701 37.903995)"
222,217,168,55.01432395592181,1,25,residential,12184468,110412211,1846385509,"LINESTRING (-122.6523701 37.903995,-122.6524144 37.9040516,-122.652427 37.9040899,-122.6524797 37.9042096,-122.6524966 37.9042612,-122.6525235 37.9042819,-122.6526203 37.904298,-122.6527479 37.9042907)"
223,217,166,53.83011412561088,1,25,residential,12184468,110412211,110410083,"LINESTRING (-122.6523701 37.903995,-122.6518636 37.9037218)"
224,166,217,53.83011412561088,1,25,residential,12184468,110410083,110412211,"LINESTRING (-122.6518636 37.9037218,-122.6523701 37.903995)"
225,166,173,74.64255708310439,1,25,residential,12184468,110410083,110429557,"LINESTRING (-122.6518636 37.9037218,-122.6511305 37.9033812)"
226,173,166,74.64255708310439,1,25,residential,12184468,110429557,110410083,"LINESTRING (-122.6511305 37.9033812,-122.6518636 37.9037218)"
227,173,175,76.82468105121468,1,25,residential,12184468,110429557,110429559,"LINESTRING (-122.6511305 37.9033812,-122.65038 37.9030253)"
228,175,173,76.82468105121468,1,25,residential,12184468,110429559,110429557,"LINESTRING (-122.65038 37.9030253,-122.6511305 37.9033812)"
229,175,111,75.05330262135892,1,25,residential,12184468,110429559,110418184,"LINESTRING (-122.65038 37.9030253,-122.6496696 37.9026493)"
230,111,175,75.05330262135892,1,25,residential,12184468,110418184,110429559,"LINESTRING (-122.6496696 37.9026493,-122.65038 37.9030253)"
231,111,176,73.80208491276,1,25,residential,12184468,110418184,110429561,"LINESTRING (-122.6496696 37.9026493,-122.6489957 37.9022521)"
232,176,111,73.80208491276,1,25,residential,12184468,110429561,110418184,"LINESTRING (-122.6489957 37.9022521,-122.6496696 37.9026493)"
233,176,177,76.47650741995106,1,25,residential,12184468,110429561,110429563,"LINESTRING (-122.6489957 37.9022521,-122.648245 37.9019026)"
234,177,176,76.47650741995106,1,25,residential,12184468,110429563,110429561,"LINESTRING (-122.648245 37.9019026,-122.6489957 37.9022521)"
235,177,56,76.00643899619476,1,25,residential,12184468,110429563,1920422535,"LINESTRING (-122.648245 37.9019026,-122.6475209 37.9015274)"
236,56,177,76.00643899619476,1,25,residential,12184468,1920422535,110429563,"LINESTRING (-122.6475209 37.9015274,-122.648245 37.9019026)"
237,56,167,73.90599175114775,1,25,residential,12184468,1920422535,1846385507,"LINESTRING (-122.6475209 37.9015274,-122.6471663 37.9013477,-122.6470695 37.9013111,-122.6469727 37.9012906,-122.64676 37.9012777)"
238,167,56,73.90599175114775,1,25,residential,12184468,1846385507,1920422535,"LINESTRING (-122.64676 37.9012777,-122.6469727 37.9012906,-122.6470695 37.9013111,-122.6471663 37.9013477,-122.6475209 37.9015274)"
239,167,196,66.07653897408095,1,25,residential,12184468,1846385507,110429587,"LINESTRING (-122.64676 37.9012777,-122.6466291 37.9012605,-122.6465186 37.9012229,-122.6460918 37.9010173)"
240,196,167,66.07653897408095,1,25,residential,12184468,110429587,1846385507,"LINESTRING (-122.6460918 37.9010173,-122.6465186 37.9012229,-122.6466291 37.9012605,-122.64676 37.9012777)"
241,196,80,63.549199826348904,1,25,residential,12184468,110429587,110409920,"LINESTRING (-122.6460918 37.9010173,-122.6458653 37.9009254,-122.6456821 37.9008719,-122.6456113 37.900844,-122.6455444 37.9008024,-122.6454716 37.9007374)"
242,80,196,63.549199826348904,1,25,residential,12184468,110409920,110429587,"LINESTRING (-122.6454716 37.9007374,-122.6455444 37.9008024,-122.6456113 37.900844,-122.6456821 37.9008719,-122.6458653 37.9009254,-122.6460918 37.9010173)"
243,80,145,67.65358876351029,1,25,residential,12184468,110409920,1931052326,"LINESTRING (-122.6454716 37.9007374,-122.6452069 37.900465,-122.644973 37.9003634,-122.6449072 37.9003469)"
244,145,80,67.65358876351029,1,25,residential,12184468,1931052326,110409920,"LINESTRING (-122.6449072 37.9003469,-122.644973 37.9003634,-122.6452069 37.900465,-122.6454716 37.9007374)"
245,145,193,53.595564024364656,1,25,residential,12184468,1931052326,1695486861,"LINESTRING (-122.6449072 37.9003469,-122.6447477 37.9003069,-122.6443923 37.9003395,-122.6443087 37.9003543)"
246,193,145,53.595564024364656,1,25,residential,12184468,1695486861,1931052326,"LINESTRING (-122.6443087 37.9003543,-122.6443923 37.9003395,-122.6447477 37.9003069,-122.6449072 37.9003469)"
247,221,227,228.4810431866409,1,25,residential,12184787,110430648,110430661,"LINESTRING (-122.6389055 37.899347,-122.6383554 37.8996936,-122.6382787 37.899757,-122.6382717 37.8997955,-122.6382665 37.8998286,-122.6382874 37.9001397,-122.6383085 37.9006121,-122.6383328 37.9010594,-122.638349 37.9011661)"
248,255,224,40.879558811316244,1,25,residential,12185004,110431230,1846376883,"LINESTRING (-122.6414708 37.9030934,-122.6410172 37.9030094)"
249,224,255,40.879558811316244,1,25,residential,12185004,1846376883,110431230,"LINESTRING (-122.6410172 37.9030094,-122.6414708 37.9030934)"
250,224,210,224.82391342103332,1,25,residential,12185004,1846376883,1846376875,"LINESTRING (-122.6410172 37.9030094,-122.6401867 37.9029171,-122.6397853 37.902869,-122.6396301 37.9028373,-122.639405 37.9027506,-122.6392881 37.9026886,-122.6391328 37.902628,-122.6390246 37.9026033,-122.6389444 37.9025977,-122.6388432 37.9026184,-122.6385679 37.9027023)"
251,210,224,224.8239134210333,1,25,residential,12185004,1846376875,1846376883,"LINESTRING (-122.6385679 37.9027023,-122.6388432 37.9026184,-122.6389444 37.9025977,-122.6390246 37.9026033,-122.6391328 37.902628,-122.6392881 37.9026886,-122.639405 37.9027506,-122.6396301 37.9028373,-122.6397853 37.902869,-122.6401867 37.9029171,-122.6410172 37.9030094)"
252,119,218,228.5805561481047,1,25,residential,12185539,3579373841,1846376882,"LINESTRING (-122.6383509 37.9012121,-122.638465 37.9012868,-122.6388904 37.9016084,-122.638955 37.9016359,-122.6390387 37.901658,-122.6391853 37.9016965,-122.6398012 37.9017791,-122.6400472 37.9018204,-122.6403927 37.9019071,-122.640691 37.9019815)"
253,218,119,228.5805561481047,1,25,residential,12185539,1846376882,3579373841,"LINESTRING (-122.640691 37.9019815,-122.6403927 37.9019071,-122.6400472 37.9018204,-122.6398012 37.9017791,-122.6391853 37.9016965,-122.6390387 37.901658,-122.638955 37.9016359,-122.6388904 37.9016084,-122.638465 37.9012868,-122.6383509 37.9012121)"
